SEQ,VESSELCODE,PIC,MACH_DESC,MAKER_DESC,MATERIAL,MATERIAL_DESC,PART_NO,ROB,Recondition,WORK,LAW,Optimum,UNIT,UNIT_PRICE,EXPENSIVE_AMT,MAJOR_TARGET_AMT,Vessel_survey_item
11332,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067431,NUT,5472-0110-0031-165,0,0,1,0,0,EA,0,,,
11333,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067432,SCREW,5472-0110-0031-177,0,0,1,0,0,EA,0,,,
11334,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067433,DISTANCE PIPE,5472-0110-0031-189,0,0,1,0,0,EA,0,,,
11335,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067434,SEALING RINGS,5472-0110-0031-190,0,0,1,0,0,EA,0,,,
11336,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067435,PACKING RING,5472-0110-0031-212,0,0,1,0,0,EA,0,,,
11337,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067436,PLUG SCREW,5472-0110-0031-224,0,0,1,0,0,EA,0,,,
11338,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067437,COVER AIR CHAMBER,5472-0110-0031-261,0,0,1,0,0,EA,0,,,
11339,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067438,SCREW,5472-0110-0031-273,0,0,1,0,0,EA,0,,,
11340,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067439,NUT,5472-0120-0009-014,0,0,1,0,0,EA,0,,,
11341,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067440,STUD,5472-0120-0009-026,0,0,1,0,0,EA,0,,,
11342,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067441,GUIDE COMPLETE,5472-0120-0009-038,0,0,1,0,0,EA,0,,,
11343,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067442,PACKING,5472-0120-0009-051,3,0,1,0,0,EA,8.65,,,
11344,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067443,STUD,5472-0120-0009-075,0,0,1,0,0,EA,0,,,
11345,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067444,NUT,5472-0120-0009-087,0,0,1,0,0,EA,0,,,
11346,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067445,CLEANING PIPE,5472-0120-0009-109,0,0,1,0,0,EA,0,,,
11347,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067446,SPRAY NOZZLE,5472-0120-0009-122,18,0,1,0,0,EA,24.77,,445.86,
11348,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067447,PACKING,5472-0120-0009-146,6,0,1,0,0,EA,0.38,,,
11349,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067448,GUIDE COMPLETE,5472-0120-0009-158,0,0,1,0,0,EA,0,,,
11350,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067449,STUD,5472-0120-0009-171,0,0,1,0,0,EA,0,,,
11351,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067450,ANGLE VALVE,5472-0130-0017-019,3,0,1,0,0,EA,31.85,,,
11352,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067451,PLUG SCREW,5472-0130-0017-020,0,0,1,0,0,EA,0,,,
11353,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067452,PACKING RING,5472-0130-0017-032,0,0,1,0,0,EA,0,,,
11354,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067453,BUTTERFLY VALVE,5472-0130-0017-056,0,0,1,0,0,EA,0,,,
11355,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067454,SCREW,5472-0130-0017-068,0,0,1,0,0,EA,0,,,
11356,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067455,"WATER MIST CATCHER, COMPLETE",5472-0200-0002-019,0,0,1,0,0,EA,0,,,
11357,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067456,"CAM LOCK WASHER, STAINLESS",5472-0200-0002-032,0,0,1,0,0,EA,0,,,
11358,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067457,NUT,5472-0200-0002-044,0,0,1,0,0,EA,0,,,
11359,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067458,SCREW,5472-0200-0002-056,0,0,1,0,0,EA,0,,,
11360,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067460,SCREW,5472-0400-0008-016,0,0,1,0,0,EA,0,,,
11361,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067461,CAM LOCK WASHER,5472-0400-0008-028,0,0,1,0,0,EA,0,,,
11362,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067462,SUPPORT,5472-0400-0008-041,0,0,1,0,0,EA,0,,,
11363,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067463,CLAMP,5472-0400-0008-053,0,0,1,0,0,EA,0,,,
11364,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067464,SUPPORT,5472-0400-0008-065,0,0,1,0,0,EA,0,,,
11365,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067465,SHAFT,5472-0400-0008-112,0,0,1,0,0,EA,0,,,
11366,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067466,SCREW WITH DOG POINT,5472-0400-0008-124,0,0,1,0,0,EA,0,,,
11367,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067467,VALVE FLAP,5472-0400-0008-136,2,0,1,0,0,EA,0,,,
11368,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067468,SUPPORT,5472-0400-0008-207,0,0,1,0,0,EA,0,,,
11369,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067469,CLAMP,5472-0400-0008-219,0,0,1,0,0,EA,0,,,
11370,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067470,"SUPPORT, PLATE",5472-0400-0008-220,0,0,1,0,0,EA,0,,,
11371,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067471,SHAFT,5472-0400-0008-224,0,0,1,0,0,EA,0,,,
11372,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067472,VALVE FLAP,5472-0400-0008-256,0,0,1,0,0,EA,0,,,
11373,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067474,SCREW,5472-0500-0015-021,0,0,1,0,0,EA,0,,,
11374,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067475,DISTANCE PIPE,5472-0500-0015-033,0,0,1,0,0,EA,0,,,
11375,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067476,AUXILIARY BLOWER,5472-0500-0015-045,0,0,1,0,0,EA,0,,,
11376,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067477,CAM LOCK WASHER,5472-0500-0015-069,0,0,1,0,0,EA,0,,,
11377,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067478,SCREW,5472-0500-0015-070,0,0,1,0,0,EA,0,,,
11378,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067479,AUXILIARY BLOWER,5472-0500-0015-094,0,0,1,0,0,EA,0,,,
11379,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067480,PACKING RING,5472-0600-0022-013,0,0,1,0,0,EA,0,,,
11380,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067481,PLUG SCREW,5472-0600-0022-025,0,0,1,0,0,EA,0,,,
11381,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067482,SCREW,5472-0600-0022-062,0,0,1,0,0,EA,0,,,
11382,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067483,NUT,5472-0600-0022-074,0,0,1,0,0,EA,0,,,
11383,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067484,PACKING,5472-0600-0022-086,0,0,1,0,0,EA,0,,,
11384,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067485,"COVER, CIRCULAR",5472-0600-0022-121,0,0,1,0,0,EA,0,,,
11385,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067486,SCREW,5472-0600-0022-133,0,0,1,0,0,EA,0,,,
11386,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067487,"O,RING",5472-0600-0022-182,4,0,1,0,0,EA,7.54,,,
11387,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067488,STUD,5472-0600-0022-194,0,0,1,0,0,EA,0,,,
11388,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067489,"SECTIONAL IRON, OTHER",5472-0600-0022-204,0,0,1,0,0,EA,0,,,
11389,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067490,SECTIONAL IRON,5472-0600-0022-216,0,0,1,0,0,EA,0,,,
11390,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067491,NUT,5472-0600-0022-228,0,0,1,0,0,EA,0,,,
11391,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067492,STUD,5472-0600-0022-253,0,0,1,0,0,EA,0,,,
11392,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067493,PLATE(SHAPED),5472-0600-0022-265,0,0,1,0,0,EA,0,,,
11393,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067494,PLATE(SHAPED),5472-0600-0022-277,0,0,1,0,0,EA,0,,,
11394,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067495,NUT,5472-0600-0022-289,0,0,1,0,0,EA,0,,,
11395,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067496,"SCAVENGE AIR RECEIVER, SAFETY VALVE",5472-0620-0002,0,0,1,0,0,EA,0,,,
11396,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067497,SCREW,5472-0620-0002-012,0,0,1,0,0,EA,0,,,
11397,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067498,NUT,5472-0620-0002-024,0,0,1,0,0,EA,0,,,
11398,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067499,VALVE FLAP,5472-0620-0002-036,0,0,1,0,0,EA,0,,,
11399,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067500,SEALING RING,5472-0620-0002-048,0,0,1,0,0,EA,0,,,
11400,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067501,VALVE SEAT,5472-0620-0002-061,0,0,1,0,0,EA,0,,,
11401,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067502,SPLIT PIN,5472-0620-0002-073,0,0,1,0,0,EA,0,,,
11402,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067503,SPRING,5472-0620-0002-085,0,0,1,0,0,EA,0,,,
11403,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067504,PIN WITH THREAD,5472-0620-0002-097,0,0,1,0,0,EA,0,,,
11404,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067505,WASHER,5472-0620-0002-107,0,0,1,0,0,EA,0,,,
11405,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067506,DISC,5472-0620-0002-119,0,0,1,0,0,EA,0,,,
11406,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067507,CASTLE AND SLOTTED NUT,5472-0620-0002-120,0,0,1,0,0,EA,0,,,
11407,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067509,COMPENSATOR,5472-0630-0034-017,0,0,1,0,0,EA,0,,,
11408,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067510,NUT,5472-0630-0034-029,0,0,1,0,0,EA,0,,,
11409,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067511,SCREW,5472-0630-0034-030,0,0,1,0,0,EA,0,,,
11410,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067512,CHARGING AIR PIPE,5472-0630-0034-042,0,0,1,0,0,EA,0,,,
11411,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067513,PLUG SCREW,5472-0630-0034-054,0,0,1,0,0,EA,0,,,
11412,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067514,PACKING RING,5472-0630-0034-066,0,0,1,0,0,EA,0,,,
11413,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067515,SCREW,5472-0630-0034-078,0,0,1,0,0,EA,0,,,
11414,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067516,I/P CONVERTER,5472-0800-0002-010,0,0,1,0,0,EA,0,,,
11415,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067517,STUD COUPLING,5472-0800-0002-022,0,0,1,0,0,EA,0,,,
11416,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067518,PIPE,5472-0800-0002-046,0,0,1,0,0,EA,0,,,
11417,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067519,SCREW,5472-0800-0002-058,0,0,1,0,0,EA,0,,,
11418,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067520,NUT,5472-0800-0002-071,0,0,1,0,0,EA,0,,,
11419,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067521,PACKING MATERIAL,5472-0800-0002-095,0,0,1,0,0,EA,0,,,
11420,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067522,PIPE FOR BY-PASS,5472-0800-0002-117,0,0,1,0,0,EA,0,,,
11421,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067523,SCREW,5472-0800-0002-129,0,0,1,0,0,EA,0,,,
11422,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067524,PACKING MATERIAL,5472-0800-0002-142,0,0,1,0,0,EA,0,,,
11423,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067525,ORIFICE PLATE,5472-0800-0002-154,0,0,1,0,0,EA,0,,,
11424,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067527,SCREW,5472-0810-0004-015,0,0,1,0,0,EA,0,,,
11425,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067528,CAM LOCK WASHER,5472-0810-0004-027,0,0,1,0,0,EA,0,,,
11426,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067529,SECTIONAL IRON,5472-0810-0004-040,0,0,1,0,0,EA,0,,,
11427,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067530,NUT,5472-0810-0004-064,0,0,1,0,0,EA,0,,,
11428,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067531,ACTUATOR,5472-0810-0004-088,0,0,1,0,0,EA,0,,,
11429,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067532,"BLOW, OFF NIPEL",5472-0810-0004-111,0,0,1,0,0,EA,0,,,
11430,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067533,VALVE SPINDLE,5472-0810-0004-135,0,0,1,0,0,EA,0,,,
11431,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067534,SECTIONAL IRON,5472-0810-0004-147,0,0,1,0,0,EA,0,,,
11432,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067535,CAM LOCK WASHER,5472-0810-0004-160,0,0,1,0,0,EA,0,,,
11433,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067536,SCREW,5472-0810-0004-172,0,0,1,0,0,EA,0,,,
11434,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067537,POINTER,5472-0810-0004-196,0,0,1,0,0,EA,0,,,
11435,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067538,SCREW,5472-0810-0004-206,0,0,1,0,0,EA,0,,,
11436,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067539,NUT,5472-0810-0004-231,0,0,1,0,0,EA,0,,,
11437,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067540,VALVE FLAP,5472-0810-0004-243,0,0,1,0,0,EA,0,,,
11438,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067541,CLAMP,5472-0810-0004-255,0,0,1,0,0,EA,0,,,
11439,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067542,CAP SCREW,5472-0810-0004-267,0,0,1,0,0,EA,0,,,
11440,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067543,FLANGE,5472-0810-0004-280,0,0,1,0,0,EA,0,,,
11441,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067544,DISC SPRING,5472-0810-0004-292,0,0,1,0,0,EA,0,,,
11442,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067545,THRUST DISC,5472-0810-0004-302,0,0,1,0,0,EA,0,,,
11443,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067546,VALVE SEAT,5472-0810-0004-326,0,0,1,0,0,EA,0,,,
11444,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067547,CAP SCREW,5472-0810-0004-338,0,0,1,0,0,EA,0,,,
11445,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067548,SCREW,5472-0810-0004-351,0,0,1,0,0,EA,0,,,
11446,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067549,DISTANCE PIPE,5472-0810-0004-363,0,0,1,0,0,EA,0,,,
11447,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067550,SEALING RING,5472-0810-0004-387,0,0,1,0,0,EA,0,,,
11448,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067551,PACKING,5472-0810-0004-399,0,0,1,0,0,EA,0,,,
11449,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067552,BUSHING,5472-0810-0004-409,0,0,1,0,0,EA,0,,,
11450,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067553,VALVE SPINDLE,5472-0810-0004-422,0,0,1,0,0,EA,0,,,
11451,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067554,VALVE HOUSING,5472-0810-0004-446,0,0,1,0,0,EA,0,,,
11452,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067555,THRUST DISC,5472-0810-0004-471,0,0,1,0,0,EA,0,,,
11453,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067556,DISTANCE PIPE,5472-0810-0004-483,0,0,1,0,0,EA,0,,,
11454,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067557,THRUST DISC,5472-0810-0004-495,0,0,1,0,0,EA,0,,,
11455,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067558,PACKING ,5472-0810-0004-505,0,0,1,0,0,EA,0,,,
11456,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067559,END COVER,5472-0810-0004-517,0,0,1,0,0,EA,0,,,
11457,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067561,SCREW,5472-0900-0020-014,0,0,1,0,0,EA,0,,,
11458,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067562,COMPENSATOR,5472-0900-0020-026,0,0,1,0,0,EA,0,,,
11459,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067563,NUT,5472-0900-0020-038,0,0,1,0,0,EA,0,,,
11460,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067564,SCREW,5472-0900-0020-051,0,0,1,0,0,EA,0,,,
11461,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067565,GAS INLET,5472-0900-0020-063,0,0,1,0,0,EA,0,,,
11462,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067566,DOWEL,5472-0900-0020-242,0,0,1,0,0,EA,0,,,
11463,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067567,PACKING MATERIAL,5472-0900-0020-254,0,0,1,0,0,EA,0,,,
11464,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067568,PACKING MATERIAL,5472-0900-0020-255,0,0,1,0,0,EA,0,,,
11465,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067569,SCREW,5472-0900-0020-278,0,0,1,0,0,EA,0,,,
11466,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067570,DISTANCE PIPE,5472-0900-0020-291,0,0,1,0,0,EA,0,,,
11467,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067571,SCREW,5472-0900-0020-325,0,0,1,0,0,EA,0,,,
11468,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067572,NUT,5472-0900-0020-337,0,0,1,0,0,EA,0,,,
11469,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067573,SCREW,5472-0900-0020-350,0,0,1,0,0,EA,0,,,
11470,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067574,"SPACER TUBULAR, STRAIGHT",5472-0900-0020-362,0,0,1,0,0,EA,0,,,
11471,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067575,PACKING MATERIAL,5472-0900-0020-397,0,0,1,0,0,EA,0,,,
11472,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067576,"SECTIONAL IRON, OTHER",5472-0900-0020-398,0,0,1,0,0,EA,0,,,
11473,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067577,PACKING MATERIAL,5472-0900-0020-399,10,0,1,0,0,EA,0,,,
11474,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067578,KEY RING,5472-0900-0020-408,0,0,1,0,0,EA,0,,,
11475,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067579,SUNDRY CHAINS AND LINKS,5472-0900-0020-421,0,0,1,0,0,EA,0,,,
11476,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067580,SCREW,5472-0900-0020-433,0,0,1,0,0,EA,0,,,
11477,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067581,DISTANCE PIPE,5472-0900-0020-445,0,0,1,0,0,EA,0,,,
11478,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067582,LOCKING PLATE,5472-0900-0020-457,0,0,1,0,0,EA,0,,,
11479,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067583,PACKING MATERIAL,5472-0900-0020-482,0,0,1,0,0,EA,0,,,
11480,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067584,PACKING MATERIAL,5472-0900-0020-483,0,0,1,0,0,EA,0,,,
11481,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067585,COMPENSATOR,5472-0900-0020-494,0,0,1,0,0,EA,0,,,
11482,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067586,NUT,5472-0900-0020-504,0,0,1,0,0,EA,0,,,
11483,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067587,SCREW,5472-0900-0020-541,0,0,1,0,0,EA,0,,,
11484,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067588,SCREW,5472-0900-0020-553,0,0,1,0,0,EA,0,,,
11485,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067589,HYDRAULIC JACK,1070-0200-0005-015,0,1,1,0,0,EA,0,,,
11486,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067590,SUPPORT FOR HYDRAULIC JACK,1070-0200-0005-064,0,1,1,0,0,EA,0,,,
11487,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067591,SEALING RING WITH BACK-UP,1070-0200-0005-111,0,0,1,0,0,EA,0,,,
