SEQ,VESSELCODE,PIC,MACH_DESC,MAKER_DESC,MATERIAL,MATERIAL_DESC,PART_NO,ROB,Recondition,WORK,LAW,Optimum,UNIT,UNIT_PRICE,EXPENSIVE_AMT,MAJOR_TARGET_AMT,Vessel_survey_item
11488,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067592,SEALING RING WITH BACK-UP,1070-0200-0005-123,0,0,1,0,0,EA,0,,,
11489,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067593,BALL HANDLE,1070-0200-0005-279,0,1,1,0,0,EA,0,,,
11490,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067595,"HYDRAULIC JACK, COMPLETE",1070-0220-0004-014,0,1,1,0,0,EA,0,,,
11491,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067596,"HYDRAULIC JACK, SUPPORT",1070-0220-0004-026,0,1,1,0,0,EA,0,,,
11492,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067597,TOMMY BAR,1070-0220-0004-040,0,1,1,0,0,EA,0,,,
11493,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067598,SEALING RING WITH BACK-UP,1070-0220-0004-051,0,0,1,0,0,EA,0,,,
11494,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067599,SEALING RING WITH BACK-UP,1070-0220-0004-063,0,0,1,0,0,EA,0,,,
11495,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067601,"HYDRAULIC JACK, COMPLETE",1070-0300-0004-020,0,2,1,0,0,EA,0,,,
11496,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067602,SUPPORT FOR HYDRAULIC JACK,1070-0300-0004-032,0,2,1,0,0,EA,0,,,
11497,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067603,BALL HANDLE,1070-0300-0004-044,0,1,1,0,0,EA,0,,,
11498,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067604,SEALING RING WITH BACK-UP,1070-0300-0004-056,0,0,1,0,0,EA,0,,,
11499,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067605,SEALING RING WITH BACK-UP,1070-0300-0004-068,0,0,1,0,0,EA,0,,,
11500,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067607,STUD SETTER,1070-0300-0004-103,0,1,1,0,0,EA,0,,,
11501,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067608,PIN GAUGE,1070-1020-0001-010,0,1,1,0,0,EA,0,,,
11502,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067609,LIFT.TOOL FOR CRANKSHAFT,1070-1030-0008-014,0,1,1,0,0,EA,0,,,
11503,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067610,LIFTING TOOL FOR THRUST SHAFT,1070-1040-0007-019,0,1,1,0,0,EA,0,,,
11504,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067611,CRANKCASE RELIEF VALVE,1072-0100-0001,0,0,1,0,0,EA,0,,,
11505,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067612,"RELIEF VALVE, COMPLETE",1072-0100-0001-015,0,0,1,0,0,EA,0,,,
11506,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067613,RELIEF VALVE,1072-0100-0001-027,0,0,1,0,0,EA,0,,,
11507,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067614,SCREW,1072-0100-0001-039,0,0,1,0,0,EA,0,,,
11508,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067615,O-RING,1072-0100-0001-040,2,0,1,0,0,EA,0,,,
11509,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067616,PACKING,1072-0100-0001-052,0,0,1,0,0,EA,0,,,
11510,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067617,CRANKCASE RELIEF VALVE,1072-0100-0002,0,0,1,0,0,EA,0,,,
11511,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067618,"RELIEF VALVE, COMPLETE",1072-0100-0002-015,0,0,1,0,0,EA,0,,,
11512,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067619,RELIEF VALVE,1072-0100-0002-027,0,0,1,0,0,EA,0,,,
11513,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067620,SCREW,1072-0100-0002-039,0,0,1,0,0,EA,0,,,
11514,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067621,O-RING,1072-0100-0002-040,2,0,1,0,0,EA,0,,,
11515,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067622,PACKING,1072-0100-0002-052,0,0,1,0,0,EA,0,,,
11516,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067623,CRANKCASE RELIEF VALVE,1072-0100-0003,0,0,1,0,0,EA,0,,,
11517,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067624,"RELIEF VALVE, COMPLETE",1072-0100-0003-015,0,0,1,0,0,EA,0,,,
11518,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067625,RELIEF VALVE,1072-0100-0003-027,0,0,1,0,0,EA,0,,,
11519,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067626,SCREW,1072-0100-0003-039,0,0,1,0,0,EA,0,,,
11520,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067627,O-RING,1072-0100-0003-040,1,0,1,0,0,EA,0,,,
11521,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067628,PACKING,1072-0100-0003-052,0,0,1,0,0,EA,0,,,
11522,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067630,SCREW,1072-0200-0004-019,0,0,1,0,0,EA,0,,,
11523,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067631,WASHER,1072-0200-0004-020,0,0,1,0,0,EA,0,,,
11524,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067632,LOCK PLATE,1072-0200-0004-032,0,0,1,0,0,EA,0,,,
11525,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067633,"LINER FOR SIDE CHOCK, PORT SIDE",1072-0200-0004-044,0,0,1,0,0,EA,0,,,
11526,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067634,"LINER FOR SIDE CHOCK, STARBOARD",1072-0200-0004-056,0,0,1,0,0,EA,0,,,
11527,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067635,SPHERICAL WASHER,1072-0200-0004-068,0,0,1,0,0,EA,0,,,
11528,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067636,SPHERICAL WASHER,1072-0200-0004-081,0,0,1,0,0,EA,0,,,
11529,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067637,NUT,1072-0200-0004-093,0,0,1,0,0,EA,0,,,
11530,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067638,PROTECTING CAP,1072-0200-0004-103,0,0,1,0,0,EA,0,,,
11531,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067639,LINER FOR END CHOCK,1072-0200-0004-115,0,0,1,0,0,EA,0,,,
11532,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067640,PROTECTING CAP,1072-0200-0004-127,0,0,1,0,0,EA,0,,,
11533,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067641,NUT,1072-0200-0004-139,0,0,1,0,0,EA,0,,,
11534,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067642,DISTANCE TUBE,1072-0200-0004-140,0,0,1,0,0,EA,0,,,
11535,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067643,SPHERICAL WASHER,1072-0200-0004-152,0,0,1,0,0,EA,0,,,
11536,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067644,SPHERICAL NUT,1072-0200-0004-164,0,0,1,0,0,EA,0,,,
11537,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067645,HOLDING DOWN BOLT,1072-0200-0004-176,0,0,1,0,0,EA,0,,,
11538,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067646,STUD,1072-0200-0004-188,0,0,1,0,0,EA,0,,,
11539,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067648,SCREW,1072-0300-0002-012,0,0,1,0,0,EA,0,,,
11540,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067649,WASHER,1072-0300-0002-024,0,0,1,0,0,EA,0,,,
11541,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067650,PROTECTIVE CAP,1072-0300-0002-036,0,0,1,0,0,EA,0,,,
11542,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067651,NUT FOR HYDRAULIC TIGHTENING,1072-0300-0002-048,0,0,1,0,0,EA,0,,,
11543,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067652,ASSEMBLING OF STAY BOLT,1072-0300-0002-061,0,0,1,0,0,EA,0,,,
11544,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067654,SCREW,1072-0400-0017-016,0,0,1,0,0,EA,0,,,
11545,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067655,DISTANCE PIPE,1072-0400-0017-028,0,0,1,0,0,EA,0,,,
11546,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067656,FLANGE,1072-0400-0017-041,0,0,1,0,0,EA,0,,,
11547,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067657,MAIN BEARING CAP,1072-0400-0017-053,0,0,1,0,0,EA,0,,,
11548,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067658,SCREW,1072-0400-0017-089,0,0,1,0,0,EA,0,,,
11549,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067659,DISTANCE PIPE,1072-0400-0017-090,0,0,1,0,0,EA,0,,,
11550,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067660,LUB. OIL PIPE MAIN BEARING,1072-0400-0017-100,0,0,1,0,0,EA,0,,,
11551,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067661,NUT FOR HYDRAULIC TIGHTENING,1072-0400-0017-112,0,0,1,0,0,EA,0,,,
11552,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067662,MAIN BEARING STUD,1072-0400-0017-124,0,0,1,0,0,EA,0,,,
11553,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067663,LOCATING PIN,1072-0400-0017-136,0,0,1,0,0,EA,0,,,
11554,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067664,SCREW,1072-0400-0017-207,0,0,1,0,0,EA,0,,,
11555,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067665,CAM LOCK WASHER,1072-0400-0017-219,0,0,1,0,0,EA,0,,,
11556,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067666,GRATE,1072-0400-0017-220,0,0,1,0,0,EA,0,,,
11557,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067667,SCREW,1072-0400-0017-281,0,0,1,0,0,EA,0,,,
11558,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067668,CAM LOCK WASHER,1072-0400-0017-293,0,0,1,0,0,EA,0,,,
11559,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067669,COVER PLATE,1072-0400-0017-303,0,0,1,0,0,EA,0,,,
11560,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067670,COVER,1072-0400-0017-315,0,0,1,0,0,EA,0,,,
11561,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067671,SCREW,1072-0400-0017-327,0,0,1,0,0,EA,0,,,
11562,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067673,GASKET,1072-0630-0023-017,0,0,1,0,0,EA,0,,,
11563,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067674,DRAIN,1072-0630-0023-029,0,0,1,0,0,EA,0,,,
11564,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067675,SCREW,1072-0630-0023-030,0,0,1,0,0,EA,0,,,
11565,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067676,NUT,1072-0630-0023-054,0,0,1,0,0,EA,0,,,
11566,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067677,DRAIN PIPE,1072-0630-0023-066,0,0,1,0,0,EA,0,,,
11567,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067678,OIL PIPE FOR DAMPER,1072-0630-0023-101,0,0,1,0,0,EA,0,,,
11568,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067679,SCREW,1072-0630-0023-113,0,0,1,0,0,EA,0,,,
11569,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067680,COVER,1072-0630-0023-125,0,0,1,0,0,EA,0,,,
11570,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067681,OIL PIPE FOR DAMPER,1072-0630-0023-150,0,0,1,0,0,EA,0,,,
11571,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067682,NUT,1072-0630-0023-162,0,0,1,0,0,EA,0,,,
11572,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067683,CAM LOCK WASHER,1072-0630-0023-174,0,0,1,0,0,EA,0,,,
11573,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067684,SCREW,1072-0630-0023-186,0,0,1,0,0,EA,0,,,
11574,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067685,SCREW,1072-0630-0023-198,0,0,1,0,0,EA,0,,,
11575,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067686,FRAME BOX DOOR,1072-0630-0023-221,0,0,1,0,0,EA,0,,,
11576,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067687,PACKING MATERIAL,1072-0630-0023-233,0,0,1,0,0,EA,0,,,
11577,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067688,PACKING MATERIAL,1072-0630-0023-257,2,0,1,0,0,EA,0,,,
11578,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067689,FRAME BOX DOOR,1072-0630-0023-269,0,0,1,0,0,EA,0,,,
11579,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067690,PACKING MATERIAL,1072-0630-0023-270,1,0,1,0,0,EA,0,,,
11580,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067691,FRAME BOX DOOR,1072-0630-0023-282,0,0,1,0,0,EA,0,,,
11581,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067692,STUD,1072-0630-0023-304,0,0,1,0,0,EA,0,,,
11582,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067693,PRESSURE SPRING.RIGHT-H,1072-0630-0023-316,0,0,1,0,0,EA,0,,,
11583,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067694,WING NUT,1072-0630-0023-341,0,0,1,0,0,EA,0,,,
11584,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067695,DOOR FASTENER,1072-0630-0023-353,0,0,1,0,0,EA,0,,,
11585,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067696,STUD,1072-0630-0023-389,0,0,1,0,0,EA,0,,,
11586,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067697,DOOR FASTENER,1072-0630-0023-390,0,0,1,0,0,EA,0,,,
11587,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067699,SCREW,1072-0640-0019-011,0,0,1,0,0,EA,0,,,
11588,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067700,"SHIELD, UPPER",1072-0640-0019-023,0,0,1,0,0,EA,0,,,
11589,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067701,"SHIELD, LOWER",1072-0640-0019-035,0,0,1,0,0,EA,0,,,
11590,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067702,NUT,1072-0640-0019-060,0,0,1,0,0,EA,0,,,
11591,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067703,SCREW,1072-0640-0019-072,0,0,1,0,0,EA,0,,,
11592,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067704,PLATE,1072-0640-0019-084,0,0,1,0,0,EA,0,,,
11593,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067705,SCREW,1072-0640-0019-096,0,0,1,0,0,EA,0,,,
11594,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067706,GASKET,1072-0640-0019-106,0,0,1,0,0,EA,0,,,
11595,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067708,SCREW,1072-0710-0015-011,0,0,1,0,0,EA,0,,,
11596,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067709,DISTANCE PIPE,1072-0710-0015-023,0,0,1,0,0,EA,0,,,
11597,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067710,DISTANCE PIPE,1072-0710-0015-035,0,0,1,0,0,EA,0,,,
11598,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067711,NUT,1072-0710-0015-047,0,0,1,0,0,EA,0,,,
11599,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067712,DISTANCE PIPE,1072-0710-0015-059,0,0,1,0,0,EA,0,,,
11600,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067713,DISTANCE PIPE,1072-0710-0015-096,1,0,1,0,0,EA,0,,,
11601,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067714,FLANGE,1072-0710-0015-106,0,0,1,0,0,EA,0,,,
11602,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067715,SCREW,1072-0710-0015-118,0,0,1,0,0,EA,0,,,
11603,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067716,SCREW,1072-0710-0015-155,0,0,1,0,0,EA,0,,,
11604,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067717,NUT,1072-0710-0015-179,0,0,1,0,0,EA,0,,,
11605,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067718,DISTANCE PIPE,1072-0710-0015-180,0,0,1,0,0,EA,0,,,
11606,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067719,RAIL FOR SEALING,1072-0710-0015-192,0,0,1,0,0,EA,0,,,
11607,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067720,PACKING-RUBBER,1072-0710-0015-202,0,0,1,0,0,EA,0,,,
11608,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067721,"FITTED STUD, THREAD B END",1072-0710-0015-238,0,0,1,0,0,EA,0,,,
11609,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067722,SEALING RING,1072-0710-0015-251,11,0,1,0,0,EA,2.61,,,
11610,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067723,SCREW,1072-0710-0015-287,0,0,1,0,0,EA,0,,,
11611,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067724,CLEANING COVER COMPLETE,1072-0710-0015-299,0,0,1,0,0,EA,0,,,
11612,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067725,INSPECTION COVER,1072-0710-0015-309,0,0,1,0,0,EA,0,,,
11613,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067726,SCREW,1072-0710-0015-310,0,0,1,0,0,EA,0,,,
11614,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067727,SCREW,1072-0710-0015-358,0,0,1,0,0,EA,0,,,
11615,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067728,PLATE,1072-0710-0015-371,0,0,1,0,0,EA,0,,,
11616,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067729,SCREW,1072-0710-0015-383,0,0,1,0,0,EA,0,,,
11617,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067730,DISTANCE PIPE,1072-0710-0015-395,0,0,1,0,0,EA,0,,,
11618,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067731,SCREW,1072-0710-0015-405,0,0,1,0,0,EA,0,,,
11619,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067733,FLANGE,1072-1000-0012-014,0,0,1,0,0,EA,0,,,
11620,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067734,SCREW,1072-1000-0012-026,0,0,1,0,0,EA,0,,,
11621,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067735,CRANKSHAFT,1072-1000-0012-038,0,0,1,0,0,EA,0,,,
11622,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067736,CHAIN WHEEL,1072-1000-0012-051,0,0,1,0,0,EA,0,,,
11623,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067737,PACKING,1072-1000-0012-063,0,0,1,0,0,EA,0,,,
11624,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067738,COVER,1072-1000-0012-075,0,0,1,0,0,EA,0,,,
11625,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067739,LOCKING WIRE,1072-1000-0012-099,0,0,1,0,0,EA,0,,,
11626,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067740,SCREW,1072-1000-0012-109,0,0,1,0,0,EA,0,,,
11627,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067742,EL-MOTOR,1072-1100-0002-018,0,0,1,0,0,EA,0,,,
11628,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067743,PLANET GEAR,1072-1100-0002-031,0,0,1,0,0,EA,0,,,
11629,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067744,SCREW,1072-1100-0002-043,0,0,1,0,0,EA,0,,,
11630,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067745,"SPACER, TUBULAR",1072-1100-0002-055,0,0,1,0,0,EA,0,,,
11631,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067746,DOWEL,1072-1100-0002-067,0,0,1,0,0,EA,0,,,
11632,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067747,"TURNING SAFETY DEVICE, COMPLETE",1072-1100-0002-080,0,0,1,0,0,EA,0,,,
11633,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067748,GEAR WHEEL,1072-1100-0002-102,0,0,1,0,0,EA,0,,,
11634,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067749,DISENGAGING DEVICE,1072-1100-0002-114,0,0,1,0,0,EA,0,,,
11635,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067750,SCREW,1072-1100-0002-138,0,0,1,0,0,EA,0,,,
11636,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067751,SPRING LOCK,1072-1100-0002-151,0,0,1,0,0,EA,0,,,
11637,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067752,BRACKET FOR CHANGE VALVE,1072-1100-0002-163,0,0,1,0,0,EA,0,,,
11638,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067753,SWITCH 0-110 VOLTS,1072-1100-0002-175,0,0,1,0,0,EA,0,,,
11639,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067754,SPRING LOCK,1072-1100-0002-187,0,0,1,0,0,EA,0,,,
11640,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067755,SCREW,1072-1100-0002-199,0,0,1,0,0,EA,0,,,
11641,HHDG,,MAIN ENGINE(C),"DOOSAN ENGINE CO., LTD.",VS.MES.9067756,DISC WITH INCISION,1072-1100-0002-209,0,0,1,0,0,EA,0,,,
